City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,chibougamau,49.9168,-74.3659,5.79,52,0,5.66,CA,1684976044
287,byron bay,-28.65,153.6167,21.51,60,0,3.24,AU,1684976044
288,kutum,14.2,24.6667,26.77,19,2,3.36,SD,1684976045
289,muisne,0.6,-80.0333,26.01,84,100,3.99,EC,1684976045
290,inirida,3.8653,-67.9239,24.36,94,100,0.85,CO,1684976045
291,basoko,1.2391,23.616,22.21,85,9,1.36,CD,1684976046
292,margate,51.3813,1.3862,11.5,78,1,1.34,GB,1684976047
293,lagos,6.5833,3.75,25.55,94,99,1.05,NG,1684975804
294,itaituba,-4.2761,-55.9836,26.28,76,100,1.19,BR,1684976048
295,santander,43.4647,-3.8044,15.26,91,100,1.54,ES,1684976048
296,ust-nera,64.5667,143.2,3.06,89,99,2.24,RU,1684976049
297,new norfolk,-42.7826,147.0587,11.62,80,99,3.52,AU,1684976049
298,peace river,56.2501,-117.286,18.17,55,75,1.54,CA,1684976049
299,melfi,40.9965,15.6514,10.83,81,32,1.59,IT,1684976050
300,fernie,49.5,-115.0687,22.38,34,6,1.78,CA,1684976007
301,xai-xai,-25.0519,33.6442,18.4,92,0,3.87,MZ,1684976051
302,ouadda,8.0777,22.4007,22.94,62,100,0.99,CF,1684976051
303,pisco,-13.7,-76.2167,21.03,83,0,5.14,PE,1684976004
304,nar'yan-mar,67.6713,53.087,13.81,87,100,3.39,RU,1684976052
305,jutai,-5.1833,-68.9,22.26,99,100,0.4,BR,1684976052
306,alaghsas,17.0187,8.0168,33.71,18,97,2.07,NE,1684976053
307,sosnogorsk,63.6023,53.8817,16.09,62,95,1.08,RU,1684976053
308,yokadouma,3.5167,15.05,22.27,79,100,0.76,CM,1684976054
309,zabol,32.25,67.25,17.76,28,0,2.38,AF,1684976054
310,novodvinsk,64.4165,40.8122,13.29,90,27,1.96,RU,1684976054
311,rehoboth,-23.3167,17.0833,15.99,38,98,4.3,NA,1684976055
312,kupang,-10.1667,123.5833,29.32,74,20,6.17,ID,1684976055
313,baruun-urt,46.6806,113.2792,13.8,43,27,1.83,MN,1684976055
314,alice springs,-23.7,133.8833,18.75,27,0,0.0,AU,1684976056
315,peniche,39.3558,-9.3811,17.47,81,30,3.25,PT,1684976056
316,okhotsk,59.3833,143.3,4.2,77,99,1.83,RU,1684976057
317,nova sintra,14.8667,-24.7167,20.44,80,100,7.18,CV,1684976057
318,smithers,54.7804,-127.1743,23.18,28,20,5.14,CA,1684976057
319,zouerate,22.7187,-12.4521,24.01,36,100,2.18,MR,1684976058
320,bandarbeyla,9.4942,50.8122,27.25,79,100,8.59,SO,1684976058
321,male,4.1748,73.5089,28.97,84,20,3.6,MV,1684976058
322,dharampur,20.5333,73.1833,27.72,71,2,2.16,IN,1684976059
323,akjoujt,19.6969,-14.4164,26.28,47,100,1.78,MR,1684976059
324,ciudad insurgentes,25.2625,-111.7753,20.6,56,100,6.87,MX,1684976059
325,gazli,40.1333,63.45,21.57,18,0,4.3,UZ,1684976060
326,ust'-ilimsk,58.0006,102.6619,3.77,97,100,5.76,RU,1684975786
327,ribeira grande,38.5167,-28.7,17.1,78,31,2.24,PT,1684976061
328,egilsstadir,65.2653,-14.3948,5.95,56,75,6.17,IS,1684976061
329,dunedin,-45.8742,170.5036,16.56,58,14,1.79,NZ,1684975373
330,bubaque,11.2833,-15.8333,27.62,72,84,6.78,GW,1684976062
331,g'uzor,38.6214,66.2522,17.02,32,0,0.46,UZ,1684976062
332,puerto baquerizo moreno,-0.9,-89.6,25.1,77,1,3.47,EC,1684976063
333,asosa,10.0667,34.5333,19.6,62,13,1.83,ET,1684976063
334,zhezqazghan,47.7833,67.7667,15.23,42,6,4.22,KZ,1684976063
335,bayramaly,37.6185,62.1671,20.86,19,0,3.75,TM,1684976064
336,isangel,-19.55,169.2667,26.06,65,75,3.09,VU,1684976064
337,ulladulla,-35.35,150.4667,18.76,36,100,4.73,AU,1684976064
338,jayapura,-2.5333,140.7,28.66,68,96,1.31,ID,1684975768
339,mengcheng chengguanzhen,33.2661,116.566,22.17,60,4,3.28,CN,1684976065
340,port alfred,-33.5906,26.891,19.86,38,100,4.06,ZA,1684976065
341,flying fish cove,-10.4217,105.6791,25.82,88,100,5.66,CX,1684976066
342,paragominas,-2.9667,-47.4833,22.43,99,40,1.5,BR,1684976066
343,morales,2.757,-76.6172,17.08,98,100,0.3,CO,1684976067
344,espanola,35.9911,-106.0806,28.19,18,0,0.89,US,1684976067
345,karratha,-20.7377,116.8463,23.38,21,2,7.11,AU,1684976067
346,kikwit,-5.041,18.8162,22.36,91,24,0.88,CD,1684976068
347,san patricio,28.017,-97.5169,28.92,74,54,4.03,US,1684976068
348,sulphur,30.2366,-93.3774,24.99,88,75,4.12,US,1684976068
349,ordu,40.9086,37.6845,9.28,92,34,1.4,TR,1684976069
350,vadso,70.0744,29.7487,9.49,71,75,5.14,NO,1684975838
351,searcy,35.2506,-91.7363,27.0,56,0,3.09,US,1684976069
352,corte,42.25,9.25,13.98,85,41,1.94,FR,1684976070
353,uyuni,-20.4597,-66.825,3.57,24,0,4.32,BO,1684976070
354,shakawe,-18.3667,21.85,16.01,33,3,1.95,BW,1684976071
355,yangambi,0.8102,24.4336,21.18,93,66,0.38,CD,1684976071
356,minas de marcona,-15.2119,-75.1103,15.05,86,76,4.78,PE,1684976071
357,morant bay,17.8815,-76.4093,28.79,82,4,1.67,JM,1684976072
358,ulaangom,49.9811,92.0667,8.63,64,99,2.32,MN,1684976072
359,bambous,-20.2567,57.4061,22.85,82,6,1.77,MU,1684975931
360,mount gambier,-37.8333,140.7667,12.64,69,100,5.62,AU,1684976073
361,viqueque,-8.8673,126.3658,27.35,70,37,2.98,TL,1684976073
362,islamkot,24.6997,70.177,27.78,78,0,9.51,PK,1684976073
363,yamethin,20.4333,96.15,28.29,65,11,4.23,MM,1684976074
364,kodinsk,58.6881,99.1844,4.91,72,96,4.67,RU,1684976074
365,kyabe,9.4515,18.9449,30.0,32,54,2.5,TD,1684976075
366,deschutes river woods,43.9915,-121.3584,20.33,31,0,4.12,US,1684976075
367,shahr-e babak,30.1165,55.1186,21.54,25,100,0.64,IR,1684976075
368,palmas,-10.2128,-48.3603,25.93,73,0,3.09,BR,1684975948
369,zhangatas,43.5667,69.75,15.87,45,0,2.01,KZ,1684976076
370,sumbawa besar,-8.5,117.4333,28.58,60,28,2.93,ID,1684976076
371,seme,15.1942,-12.9448,34.37,18,99,8.91,SN,1684976077
372,rongelap,11.1635,166.8941,27.77,79,80,6.83,MH,1684976077
373,tralee,52.2704,-9.7026,9.7,97,20,1.24,IE,1684976077
374,antsiranana,-12.2787,49.2917,22.25,90,3,1.64,MG,1684976078
375,port blair,11.6667,92.75,28.02,83,40,1.03,IN,1684976078
376,seydi,39.4816,62.9137,22.04,17,0,4.43,TM,1684976079
377,yarmouth,41.7057,-70.2286,15.64,95,100,2.24,US,1684975936
378,vanino,49.0869,140.2543,23.68,38,100,1.73,RU,1684976079
379,dhidhdhoo,6.8833,73.1,28.9,74,6,3.88,MV,1684976080
380,coyhaique,-45.5752,-72.0662,1.38,98,81,1.77,CL,1684976050
381,stettler,52.3168,-112.7186,18.86,34,100,3.09,CA,1684976080
382,an nuhud,12.7,28.4333,29.73,24,31,2.1,SD,1684976081
383,palikir - national government center,6.9248,158.1611,30.47,79,75,3.6,FM,1684976081
384,ulsteinvik,62.3432,5.8487,9.31,79,85,7.15,NO,1684976081
385,san antonio de pale,-1.4014,5.6325,26.42,89,94,5.69,GQ,1684976082
386,mata-utu,-13.2816,-176.1745,27.44,78,20,3.0,WF,1684976082
387,heide,54.2,9.1,8.81,95,65,3.01,DE,1684976082
388,jalai nur,49.45,117.7,15.45,40,100,1.42,CN,1684976083
389,yinchuan,38.4681,106.2731,18.41,25,100,3.59,CN,1684976083
390,waingapu,-9.6567,120.2641,27.45,72,3,5.49,ID,1684976083
391,tshabong,-26.05,22.45,18.21,27,7,5.81,BW,1684976084
392,noumea,-22.2763,166.4572,25.56,99,88,5.66,NC,1684975997
393,dengi,9.3667,9.95,27.59,65,76,1.36,NG,1684976084
394,khandyga,62.6667,135.6,12.16,38,42,0.82,RU,1684976085
395,swan hill,-35.3378,143.5544,17.15,29,100,7.51,AU,1684976085
396,kishtwar,33.3167,75.7667,13.67,77,100,1.06,IN,1684976086
397,balkashino,52.5167,68.7667,15.4,47,14,2.27,KZ,1684976086
398,portland,45.5234,-122.6762,24.75,43,20,7.2,US,1684975262
399,osakarovka,50.565,72.5692,15.08,46,6,1.56,KZ,1684976087
400,el calafate,-50.3408,-72.2768,-1.12,77,15,0.29,AR,1684976087
401,lerwick,60.1545,-1.1494,9.0,80,6,8.54,GB,1684976087
402,mili,6.0815,171.735,27.93,76,29,4.66,MH,1684976088
403,galappo,-4.2667,35.85,15.93,88,100,1.57,TZ,1684976088
404,bandar-e genaveh,29.5791,50.517,29.13,53,99,3.59,IR,1684976089
405,lorengau,-2.0226,147.2712,26.25,88,100,4.63,PG,1684976089
406,trinidad,-14.8333,-64.9,23.32,94,83,1.46,BO,1684976064
407,gaigeturi,33.4644,126.3183,22.03,53,0,3.6,KR,1684976090
408,luanco,43.6152,-5.7934,15.01,88,100,2.42,ES,1684975884
409,mankono,8.0586,-6.1897,24.47,86,100,1.75,CI,1684976090
410,tamanrasset,22.785,5.5228,24.95,9,0,5.14,DZ,1684976091
411,muravlenko,63.7898,74.523,6.69,61,0,3.95,RU,1684976091
412,black forest,39.0131,-104.7008,14.4,74,75,3.6,US,1684976092
413,east london,-33.0153,27.9116,20.24,33,98,3.82,ZA,1684976092
414,cuito,-12.3833,16.9333,12.78,44,9,0.92,AO,1684976092
415,sooke,48.3746,-123.7276,20.88,70,62,7.2,CA,1684975801
416,bhinmal,25.0,72.25,27.81,70,0,8.47,IN,1684976093
417,geraldton,-28.7667,114.6,12.23,71,0,5.14,AU,1684976093
418,richards bay,-28.783,32.0377,18.35,85,0,5.71,ZA,1684976094
419,severobaykal'sk,55.65,109.3167,1.55,82,34,1.47,RU,1684976094
420,twentynine palms,34.1356,-116.0542,31.19,12,0,5.81,US,1684976069
421,urzhar,47.093,81.6294,15.63,54,6,1.83,KZ,1684976095
422,lukolela,-1.0605,17.1821,22.13,92,65,1.63,CD,1684976095
423,caxito,-8.5785,13.6643,23.08,93,100,1.34,AO,1684976095
424,hotan,37.0997,79.9269,17.93,41,100,9.72,CN,1684976096
425,siocon,7.7061,122.1353,29.28,73,97,2.9,PH,1684976096
426,shenjiamen,29.9576,122.298,19.59,82,6,3.62,CN,1684976097
427,assab,13.0092,42.7394,30.71,65,44,6.85,ER,1684976097
428,usinsk,65.9939,57.5281,14.83,68,100,4.93,RU,1684976097
429,port saint john's,-31.6229,29.5448,18.55,55,99,3.7,ZA,1684976098
430,jinchang,38.4953,102.1739,15.71,23,100,0.95,CN,1684976098
431,krasnyy chikoy,50.3643,108.7512,5.56,67,100,3.29,RU,1684976099
432,mikulov,48.8056,16.6378,12.01,92,9,3.14,CZ,1684976099
433,ilhabela,-23.7781,-45.3581,21.43,89,16,3.05,BR,1684976100
434,brisas de zicatela,15.8369,-97.0419,28.96,75,100,3.5,MX,1684976100
435,riyadh,24.6877,46.7219,28.08,33,57,6.95,SA,1684975936
436,quellon,-43.1167,-73.6167,8.63,76,98,7.49,CL,1684976101
437,sola,-13.8833,167.55,28.37,74,75,1.54,VU,1684976101
438,waddan,29.1614,16.139,26.9,13,100,2.19,LY,1684976102
439,collierville,35.042,-89.6645,26.88,47,0,3.6,US,1684975945
440,la'ie,21.6477,-157.9253,29.98,64,5,3.58,US,1684976102
441,yuzhno-kurilsk,44.0306,145.8556,12.4,59,0,4.62,RU,1684976103
442,moose jaw,50.4001,-105.5344,26.14,47,61,5.66,CA,1684976103
443,myeik,12.4333,98.6,28.55,76,100,3.35,MM,1684976104
444,makungu,-8.7333,35.2833,16.48,98,89,1.25,TZ,1684976104
445,vrede,-27.4257,29.1659,8.1,48,38,0.59,ZA,1684976104
446,ubari,26.5921,12.7805,26.71,10,100,3.86,LY,1684976105
447,nacozari de garcia,30.3742,-109.6908,28.53,12,4,7.25,MX,1684976105
448,carauari,-4.8828,-66.8958,23.26,99,100,1.07,BR,1684976105
449,le morne-rouge,14.7667,-61.1333,23.76,79,10,3.51,MQ,1684976106
450,vallenar,-28.5708,-70.7581,16.38,48,1,0.78,CL,1684976106
451,kone,-21.0595,164.8658,25.5,43,19,3.94,NC,1684976107
452,san juan de miraflores,-12.1629,-76.9635,21.76,81,35,3.51,PE,1684976107
453,kedrovyy,56.1667,91.8167,4.37,53,27,1.89,RU,1684976107
454,amos,48.5669,-78.1162,3.79,53,3,2.72,CA,1684976108
455,siwa oasis,29.2041,25.5195,23.0,53,8,6.83,EG,1684976108
456,laojunmiao,39.8333,97.7333,11.96,22,100,1.98,CN,1684976108
457,papao,-17.75,-149.55,28.82,77,59,2.68,PF,1684976109
458,chilca,-12.5211,-76.7372,20.55,85,35,3.31,PE,1684976109
459,aripuana,-9.1667,-60.6333,25.36,73,100,1.01,BR,1684976110
460,malanje,-9.5402,16.341,16.17,56,39,1.06,AO,1684976110
461,kirakira,-10.4544,161.9205,27.88,84,100,2.35,SB,1684976110
462,olinda,-8.0089,-34.8553,24.85,88,40,1.54,BR,1684976111
463,xapuri,-10.6517,-68.5044,21.71,99,100,0.51,BR,1684976111
464,ola,59.5833,151.2833,3.24,76,100,2.2,RU,1684976111
465,necochea,-38.5473,-58.7368,15.67,91,100,2.09,AR,1684976112
466,ust'-kulom,61.6864,53.6902,15.94,61,96,1.9,RU,1684976112
467,mariental,-24.6333,17.9667,17.35,36,12,4.46,NA,1684976113
468,raymondville,26.4815,-97.7831,31.0,74,38,5.01,US,1684976113
469,tofol,5.3248,163.0078,30.88,70,75,5.66,FM,1684976113
470,coahuayana de hidalgo,18.7,-103.6583,27.83,71,88,1.98,MX,1684976114
471,utrik,11.2278,169.8474,27.56,78,100,7.07,MH,1684976114
472,sterling,39.0062,-77.4286,22.55,57,20,2.57,US,1684976114
473,kataba,13.9833,44.3833,17.04,61,82,1.8,YE,1684976115
474,muscat,23.6139,58.5922,36.01,52,45,4.33,OM,1684976115
475,carnarvon,-24.8667,113.6333,19.6,68,100,9.41,AU,1684976115
476,morrope,-6.5417,-80.0111,25.06,71,14,5.9,PE,1684976116
477,fort bragg,35.139,-79.006,22.91,38,0,3.6,US,1684976116
478,namtsy,62.7161,129.6658,11.09,43,31,1.9,RU,1684976117
479,chimoio,-19.1164,33.4833,15.71,99,24,0.21,MZ,1684976117
480,nabire,-3.3667,135.4833,29.66,71,39,0.84,ID,1684976117
481,kurchatov,51.6601,35.6521,16.23,93,100,0.99,RU,1684976118
482,koh kong,11.6175,102.9806,28.98,73,99,2.63,KH,1684976118
483,dauphin,51.1494,-100.0502,19.08,55,20,7.72,CA,1684976118
484,polyarnyy,69.1989,33.4478,11.27,67,100,7.5,RU,1684976119
485,yur'yevets,57.3201,43.1041,12.92,97,37,2.93,RU,1684976119
486,mzimba,-11.9,33.6,15.33,79,0,3.67,MW,1684976120
487,arraias,-12.9288,-46.9437,21.41,59,48,2.44,BR,1684976120
488,gorokhovets,56.1947,42.7003,14.74,96,99,2.12,RU,1684976121
489,alghero,40.5589,8.3181,16.05,100,0,1.03,IT,1684976121
490,el granada,37.5027,-122.4694,21.64,75,100,7.2,US,1684976121
491,dubno,50.4169,25.7343,15.63,69,97,1.29,UA,1684976122
492,havre,49.5833,0.3333,11.78,93,20,3.6,FR,1684976122
493,undurkhaan,47.3194,110.6556,12.49,44,48,5.17,MN,1684976122
494,konarka,19.9,86.1167,29.22,79,77,7.06,IN,1684976123
495,lucapa,-8.4192,20.7447,20.88,67,19,0.74,AO,1684976123
496,whistler,50.1164,-122.9695,16.66,65,67,1.09,CA,1684976123
497,acarau,-2.8856,-40.12,25.74,83,100,4.66,BR,1684976124
498,miyako,39.6367,141.9525,18.17,46,100,2.89,JP,1684976124
499,okha,53.5739,142.9478,3.48,86,97,7.85,RU,1684976124
500,maddur,12.6,77.0667,23.56,84,82,2.85,IN,1684976125
501,caburan,5.9181,125.6411,29.09,71,93,0.28,PH,1684976125
502,port macquarie,-31.4333,152.9167,21.05,36,8,3.12,AU,1684976051
503,kristiansund,63.1115,7.732,7.36,76,75,10.8,NO,1684976126
504,nguigmi,14.2495,13.1092,31.12,36,7,4.02,NE,1684976126
505,zheleznogorsk-ilimskiy,56.5768,104.1217,1.43,99,100,3.18,RU,1684976126
506,bikenibeu village,1.3673,173.1241,30.98,74,40,1.03,KI,1684976127
507,dindima,10.2263,10.1513,28.37,61,13,2.72,NG,1684976128
508,verkhniye kigi,55.4083,58.6044,14.61,60,30,1.32,RU,1684976133
509,sovet,38.0467,69.5882,20.01,54,98,2.94,TJ,1684976133
510,atlantic,39.4668,-74.6663,20.76,48,0,2.06,US,1684976134
511,balaklava,44.5,33.6,15.77,66,46,1.08,UA,1684976134
512,puerto deseado,-47.7503,-65.8938,8.17,47,100,10.87,AR,1684976134
513,kete krachi,7.7939,-0.0498,27.06,81,100,1.94,GH,1684976135
514,goure,13.9835,10.2704,30.67,37,30,3.4,NE,1684976135
515,cazin,44.9669,15.9431,13.54,98,100,1.58,BA,1684976136
516,hjorring,57.4642,9.9823,9.73,72,1,8.07,DK,1684976136
517,shahin dezh,36.6793,46.5669,17.29,53,92,0.74,IR,1684976136
518,sayansk,54.1088,102.1648,3.78,66,100,6.35,RU,1684976137
519,axim,4.8699,-2.2405,26.5,85,100,3.22,GH,1684976137
520,lisala,2.15,21.5167,23.13,77,84,0.86,CD,1684976137
521,dongola,19.1667,30.4833,32.02,14,0,4.84,SD,1684976138
522,ouro sogui,15.6,-13.3167,36.01,24,84,7.2,SN,1684976138
523,lamu,-2.2717,40.902,25.12,80,8,4.92,KE,1684976059
524,san jeronimo de juarez,17.1333,-100.4667,28.55,72,100,2.8,MX,1684976139
525,howard springs,-12.497,131.047,26.01,41,8,2.97,AU,1684976139
526,arti,56.4234,58.5328,15.35,57,68,0.49,RU,1684976139
527,nouadhibou,20.931,-17.0347,19.99,73,100,7.72,MR,1684976140
528,kampong chhnang,12.1667,104.55,29.74,64,29,1.62,KH,1684976140
529,morehead city,34.7229,-76.726,20.02,69,0,4.12,US,1684976140
530,argo,37.6333,22.7333,16.55,71,0,1.31,GR,1684976141
531,shalya,57.2471,58.7298,14.25,57,77,1.11,RU,1684976141
532,weinan,34.5036,109.5089,20.64,61,100,1.34,CN,1684976142
533,tsetserleg,47.475,101.4542,5.89,57,99,4.72,MN,1684976142
534,bulungu,-4.55,18.6,22.12,92,24,0.59,CD,1684976142
535,fisterra,42.9049,-9.2629,14.3,81,14,6.16,ES,1684975552
536,iwanuma,38.1047,140.8594,19.4,52,0,1.54,JP,1684976143
537,majano,46.1875,13.0616,17.89,90,21,3.56,IT,1684976143
538,alta,69.9689,23.2717,7.59,64,99,2.06,NO,1684976144
539,saguenay,48.4168,-71.0657,11.45,65,75,16.98,CA,1684975855
540,ankazobe,-18.3167,47.1167,11.61,83,0,1.47,MG,1684976145
541,sitka,57.0531,-135.33,11.94,87,100,3.09,US,1684976145
542,tolanaro,-25.0319,46.9987,17.04,100,40,0.0,MG,1684976145
543,neryungri,56.6709,124.6491,9.03,55,23,2.36,RU,1684976146
544,cabagan,17.4333,121.75,29.09,72,72,1.41,PH,1684976146
545,amble,55.3333,-1.5833,12.39,90,20,2.06,GB,1684976146
546,la huerta,19.4667,-104.65,27.95,49,99,2.61,MX,1684976147
547,bardai,11.65,7.2333,26.89,62,87,3.5,NG,1684976147
548,liwale,-9.7667,37.9333,16.99,93,0,0.2,TZ,1684976148
549,nadym,65.5333,72.5167,7.19,65,0,4.88,RU,1684976148
550,forster,-32.1667,152.5167,19.1,41,16,1.81,AU,1684976148
551,misratah,32.3754,15.0925,19.11,85,4,1.21,LY,1684976149
552,northam,51.0333,-4.2167,10.77,93,0,1.45,GB,1684976149
553,jonuta,18.0833,-92.1333,28.11,66,8,4.47,MX,1684976149
554,amuntai,-2.4177,115.2494,27.02,79,100,0.67,ID,1684976150
555,machico,32.7,-16.7667,17.62,82,20,1.54,PT,1684976150
556,lautoka,-17.6167,177.4667,26.92,65,75,3.6,FJ,1684976151
557,jiuquan,39.7432,98.5174,16.81,21,66,2.73,CN,1684976151
558,preobrazheniye,42.9019,133.9064,15.77,67,78,4.86,RU,1684976151
559,kavaratti,10.5669,72.642,29.47,68,4,2.34,IN,1684976152
560,charlton,42.1357,-71.9701,12.01,95,100,0.89,US,1684976152
561,merizo village,13.2658,144.6691,25.88,86,100,17.32,GU,1684976152
562,nikolayevsk-on-amure,53.1406,140.73,11.51,62,11,4.08,RU,1684976153
563,akureyri,65.6835,-18.0878,5.96,56,75,4.63,IS,1684976153
564,shankill,53.2261,-6.1244,14.4,93,20,3.9,IE,1684976153
565,coronel suarez,-37.4547,-61.9334,14.92,79,100,0.85,AR,1684976154
566,lubang,13.8584,120.124,28.96,72,43,1.36,PH,1684976154
567,rothenburg ob der tauber,49.3833,10.1833,8.18,81,75,2.57,DE,1684976154
568,sabang,5.8933,95.3214,28.95,75,100,7.37,ID,1684976155
569,saurimo,-9.6608,20.3916,19.09,66,0,1.82,AO,1684976155
570,vavuniya,8.7514,80.4971,25.34,84,73,2.37,LK,1684976156
571,manokwari,-0.8667,134.0833,28.82,69,98,1.71,ID,1684976156
572,quelimane,-17.8786,36.8883,19.78,91,5,1.44,MZ,1684976156
573,inari,68.906,27.0288,10.11,60,98,6.34,FI,1684976157
574,tamandare,-8.7597,-35.1047,24.63,87,3,0.91,BR,1684976157
